movie_id,movie_title,rating
382,The Saint ,6.2
383,Spy Game ,7.0
384,Mission to Mars ,5.6
385,Rio ,7.0
386,Bicentennial Man ,6.8
387,Volcano ,5.4
388,The Devil's Own ,6.1
389,K-19: The Widowmaker ,6.7
390,Fantastic Four ,4.3
391,Conan the Barbarian ,6.9
392,Cinderella Man ,8.0
393,The Nutcracker in 3D ,4.4
394,Seabiscuit ,7.3
395,Twister ,6.3
396,The Fast and the Furious ,6.7
397,Cast Away ,7.7
398,Happy Feet ,6.5
399,The Bourne Supremacy ,7.8
400,Air Force One ,6.4
401,Ocean's Eleven ,7.8
402,The Three Musketeers ,5.8
403,Hotel Transylvania ,7.1
404,Enchanted ,7.1
405,Hannibal             ,8.6
406,Safe House ,6.8
407,102 Dalmatians ,4.8
408,Tower Heist ,6.2
409,The Holiday ,6.9
410,Enemy of the State ,7.3
411,It's Complicated ,6.6
412,Ocean's Thirteen ,6.9
413,Open Season ,6.2
414,Divergent ,6.7
415,Enemy at the Gates ,7.6
416,The Rundown ,6.7
417,Last Action Hero ,6.2
418,Memoirs of a Geisha ,7.3
419,The Fast and the Furious: Tokyo Drift ,6.0
420,Arthur Christmas ,7.1
421,Meet Joe Black ,7.1
422,Collateral Damage ,5.5
423,All That Jazz ,7.8
424,Mirror Mirror ,5.6
425,Scott Pilgrim vs. the World ,7.5
426,The Core ,5.4
427,Nutty Professor II: The Klumps ,4.3
428,Scooby-Doo ,4.9
429,Dredd ,7.1
430,Click ,6.4
431,Creepshow ,6.9
432,Cats & Dogs: The Revenge of Kitty Galore ,4.3
433,Jumper ,6.1
434,Hellboy II: The Golden Army ,7.0
435,Zodiac ,7.7
436,The 6th Day ,5.9
437,Bruce Almighty ,6.7
438,The Expendables ,6.5
439,Mission: Impossible ,7.1
440,The Hunger Games ,7.3
441,The Hangover Part II ,6.5
442,Batman Returns ,7.0
443,Over the Hedge ,6.8
444,Lilo & Stitch ,7.2
445,Charlotte's Web ,6.4
446,Deep Impact ,6.1
447,RED 2 ,6.7
448,The Longest Yard ,6.4
449,Alvin and the Chipmunks: Chipwrecked ,4.4
450,Grown Ups 2 ,5.4
451,Get Smart ,6.5
452,Something's Gotta Give ,6.7
453,Shutter Island ,8.1
454,Four Christmases ,5.6
455,Robots ,6.3
456,Face/Off ,7.3
457,Bedtime Stories ,6.1
458,Road to Perdition ,7.7
459,Just Go with It ,6.4
460,Daredevil             ,8.8
461,Con Air ,6.8
462,Eagle Eye ,6.6
463,Cold Mountain ,7.2
464,The Book of Eli ,6.9
465,Flubber ,5.2
466,The Haunting ,4.9
467,Space Jam ,6.3
468,The Pink Panther ,5.6
469,The Day the Earth Stood Still ,5.5
470,Conspiracy Theory ,6.7
471,Fury ,7.6
472,Six Days Seven Nights ,5.7
473,Yogi Bear ,4.6
474,Spirit: Stallion of the Cimarron ,7.0
475,Zookeeper ,5.2
476,Lost in Space ,5.1
477,The Manchurian Candidate ,6.6
478,Déjà Vu ,7.0
479,Hotel Transylvania 2 ,6.7
480,Bewitched             ,7.6
481,Fantasia 2000 ,7.3
482,The Time Machine ,5.9
483,Mighty Joe Young ,5.6
484,Swordfish ,6.5
485,The Legend of Zorro ,5.9
486,What Dreams May Come ,7.0
487,Little Nicky ,5.3
488,The Brothers Grimm ,5.9
489,Mars Attacks! ,6.3
490,Evolution ,6.4
491,The Edge ,6.9
492,Surrogates ,6.3
493,Thirteen Days ,7.3
494,Daylight ,5.8
495,Walking with Dinosaurs 3D ,5.2
496,Battlefield Earth ,2.4
497,Looney Tunes: Back in Action ,5.7
498,Nine ,5.8
499,Timeline ,5.6
500,The Postman ,6.0
501,Babe: Pig in the City ,5.8
502,The Last Witch Hunter ,6.0
503,Red Planet ,5.7
504,Arthur and the Invisibles ,6.0
505,Oceans ,7.8
506,A Sound of Thunder ,4.2
507,Pompeii ,5.6
508,Top Cat Begins ,4.4
509,A Beautiful Mind ,8.2
510,The Lion King ,8.5
511,Journey 2: The Mysterious Island ,5.8
512,Cloudy with a Chance of Meatballs 2 ,6.5
513,Red Dragon ,7.2
514,Hidalgo ,6.7
515,Jack and Jill ,3.4
516,2 Fast 2 Furious ,5.9
517,The Little Prince ,7.8
518,The Invasion ,5.9
519,The Adventures of Rocky & Bullwinkle ,4.1
520,The Secret Life of Pets ,6.8
521,The League of Extraordinary Gentlemen ,5.8
522,Despicable Me 2 ,7.5
523,Independence Day ,6.9
524,The Lost World: Jurassic Park ,6.5
525,Madagascar ,6.9
526,Children of Men ,7.9
527,X-Men ,7.4
528,Wanted ,6.7
529,The Rock ,7.4
530,Ice Age: The Meltdown ,6.9
531,50 First Dates ,6.8
532,Hairspray ,6.7
533,Exorcist: The Beginning ,5.1
534,Inspector Gadget ,4.1
535,Now You See Me ,7.3
536,Grown Ups ,6.0
537,The Terminal ,7.3
538,Constantine             ,7.5
539,Hotel for Dogs ,5.4
540,Vertical Limit ,5.9
541,Charlie Wilson's War ,7.1
542,Shark Tale ,6.0
543,Dreamgirls ,6.5
544,Life             ,8.3
545,Be Cool ,5.7
546,Munich ,7.6
547,Tears of the Sun ,6.6
548,Killers ,5.4
549,The Man from U.N.C.L.E. ,7.3
550,Spanglish ,6.5
551,Monster House ,6.6
552,Bandits ,6.6
553,First Knight ,5.9
554,Anna and the King ,6.7
555,Immortals ,6.1
556,Hostage ,6.6
557,Titan A.E. ,6.6
558,Hollywood Homicide ,5.3
559,Soldier ,6.0
560,Carriers ,6.0
561,Monkeybone ,4.7
562,Flight of the Phoenix ,6.1
563,Unbreakable ,7.2
564,Minions ,6.4
565,Sucker Punch ,6.1
566,Snake Eyes ,5.9
567,Sphere ,6.0
568,The Angry Birds Movie ,6.3
569,Fool's Gold ,5.6
570,Funny People ,6.4
571,The Kingdom ,7.1
572,Talladega Nights: The Ballad of Ricky Bobby ,6.6
573,Dr. Dolittle 2 ,4.6
574,Braveheart ,8.4
575,Jarhead ,7.1
576,The Simpsons Movie ,7.4
577,The Majestic ,6.9
578,Driven ,4.5
579,Two Brothers ,7.1
580,The Village ,6.5
581,Doctor Dolittle ,5.3
582,Signs ,6.7
583,Shrek 2 ,7.2
584,Cars ,7.2
585,Runaway Bride ,5.5
586,xXx ,5.8
587,The SpongeBob Movie: Sponge Out of Water ,6.0
588,Ransom ,6.6
589,Inglourious Basterds ,8.3
590,Hook ,6.7
591,Hercules ,6.0
592,Die Hard 2 ,7.1
593,S.W.A.T. ,6.0
594,Sleepy Hollow             ,7.5
595,Vanilla Sky ,6.9
596,Lady in the Water ,5.6
597,AVP: Alien vs. Predator ,5.6
598,Alvin and the Chipmunks: The Squeakquel ,4.5
599,We Were Soldiers ,7.1
600,Olympus Has Fallen ,6.5
601,Star Trek: Insurrection ,6.4
602,Battle Los Angeles ,5.8
603,Big Fish ,8.0
604,Wolf ,6.2
605,War Horse ,7.2
606,The Monuments Men ,6.1
607,The Abyss ,7.6
608,Wall Street: Money Never Sleeps ,6.3
609,Dracula Untold ,6.3
610,The Siege ,6.3
611,Stardust ,7.7
612,Seven Years in Tibet ,7.0
613,The Dilemma ,5.3
614,Bad Company ,5.6
615,Doom ,5.2
616,I Spy ,5.4
617,Underworld: Awakening ,6.4
618,Rock of Ages ,5.9
619,Hart's War ,6.3
620,Killer Elite ,6.5
621,Rollerball ,3.0
622,Ballistic: Ecks vs. Sever ,3.6
623,Hard Rain ,5.8
624,Osmosis Jones ,6.2
625,Legends of Oz: Dorothy's Return ,5.6
626,Blackhat ,5.4
627,Sky Captain and the World of Tomorrow ,6.1
628,Basic Instinct 2 ,4.2
629,Escape Plan ,6.7
630,The Legend of Hercules ,4.2
631,The Sum of All Fears ,6.4
632,The Twilight Saga: Eclipse ,4.9
633,The Score ,6.8
634,Despicable Me ,7.7
635,Money Train ,5.6
636,Ted 2 ,6.4
637,Agora ,7.2
638,Mystery Men ,6.0
639,Hall Pass ,5.9
640,The Insider ,7.9
641,The Finest Hours ,6.8
642,Body of Lies ,7.1
643,Dinner for Schmucks ,5.9
644,Abraham Lincoln: Vampire Hunter ,5.9
645,Entrapment ,6.2
646,Last Man Standing             ,7.4
647,The X Files ,7.0
648,The Last Legion ,5.4
649,Saving Private Ryan ,8.6
650,Need for Speed ,6.5
651,What Women Want ,6.4
652,Ice Age ,7.6
653,Dreamcatcher ,5.5
654,Lincoln ,7.4
655,The Matrix ,8.7
656,Apollo 13 ,7.6
657,Total Recall ,7.5
658,The Santa Clause 2 ,5.5
659,Les Misérables ,7.6
660,You've Got Mail ,6.5
661,Step Brothers ,6.9
662,The Mask of Zorro ,6.7
663,Due Date ,6.6
664,Unbroken ,7.2
665,Space Cowboys ,6.4
666,Cliffhanger ,6.4
667,Broken Arrow ,6.0
668,The Kid ,6.1
669,World Trade Center ,6.0
670,Mona Lisa Smile ,6.4
671,The Dictator ,6.4
672,Eyes Wide Shut ,7.3
673,Annie ,5.2
674,Focus ,6.6
675,This Means War ,6.3
676,Blade: Trinity ,5.9
677,Red Dawn ,6.4
678,Primary Colors ,6.7
679,Resident Evil: Retribution ,5.4
680,Death Race ,6.4
681,The Long Kiss Goodnight ,6.7
682,Proof of Life ,6.2
683,Zathura: A Space Adventure ,6.1
684,Fight Club ,8.8
685,We Are Marshall ,7.1
686,The Missing             ,8.1
687,Hudson Hawk ,5.7
688,Lucky Numbers ,5.0
689,"I, Frankenstein ",5.1
690,Oliver Twist ,6.9
691,Elektra ,4.8
692,Sin City: A Dame to Kill For ,6.5
693,Random Hearts ,5.1
694,Everest ,7.1
695,Perfume: The Story of a Murderer ,7.5
696,Austin Powers in Goldmember ,6.2
697,Astro Boy ,6.3
698,Jurassic Park ,8.1
699,Wyatt Earp ,6.6
700,Clear and Present Danger ,6.9
701,Dragon Blade ,6.1
702,Littleman ,4.3
703,U-571 ,6.6
704,The American President ,6.8
705,The Love Guru ,3.8
706,3000 Miles to Graceland ,5.9
707,The Hateful Eight ,7.9
708,Blades of Glory ,6.3
709,Hop ,5.5
710,300 ,7.7
711,Meet the Fockers ,6.3
712,Marley & Me ,7.1
713,The Green Mile ,8.5
714,Wild Hogs ,5.9
715,Chicken Little ,5.8
716,Gone Girl ,8.1
717,The Bourne Identity ,7.9
718,GoldenEye ,7.2
719,The General's Daughter ,6.3
720,The Truman Show ,8.1
721,The Prince of Egypt ,7.0
722,Daddy Day Care ,5.5
723,2 Guns ,6.7
724,Cats & Dogs ,5.2
725,The Italian Job ,7.0
726,Two Weeks Notice ,6.1
727,Antz ,6.6
728,Couples Retreat ,5.5
729,Days of Thunder ,5.9
730,Cheaper by the Dozen 2 ,5.4
731,The Scorch Trials ,6.4
732,Eat Pray Love ,5.7
733,The Family Man ,6.7
734,RED ,7.1
735,Any Given Sunday ,6.8
736,The Horse Whisperer ,6.5
737,Collateral ,7.6
738,The Scorpion King ,5.5
739,Ladder 49 ,6.5
740,Jack Reacher ,7.0
741,Deep Blue Sea ,5.8
742,This Is It ,7.3
743,Contagion ,6.6
744,Kangaroo Jack ,4.4
745,Coraline ,7.7
746,The Happening ,5.0
747,Man on Fire ,7.7
748,The Shaggy Dog ,4.4
749,Starsky & Hutch ,6.1
750,Jingle All the Way ,5.4
751,Hellboy ,6.8
752,A Civil Action ,6.5
753,ParaNorman ,7.0
754,The Jackal ,6.3
755,Paycheck ,6.3
756,Up Close & Personal ,6.1
757,The Tale of Despereaux ,6.1
758,Rules of Engagement             ,7.3
759,The Tuxedo ,5.3
760,Under Siege 2: Dark Territory ,5.4
761,Jack Ryan: Shadow Recruit ,6.2
762,Joy ,6.6
763,London Has Fallen ,5.9
764,Alien: Resurrection ,6.3
765,Shooter ,7.2
766,The Boxtrolls ,6.8
767,Practical Magic ,6.1
768,The Lego Movie ,7.8
769,Miss Congeniality 2: Armed and Fabulous ,5.0
770,Reign of Fire ,6.2
771,Gangster Squad ,6.7
772,Year One ,4.9
773,Invictus ,7.4
774,State of Play ,7.1
775,Duplicity ,6.2
776,My Favorite Martian ,4.9
777,The Sentinel ,6.1
778,Planet 51 ,6.1
779,Star Trek: Nemesis ,6.4
780,Intolerable Cruelty ,6.3
781,Trouble with the Curve ,6.8
782,Edge of Darkness ,6.6
783,The Relic ,5.7
784,Analyze That ,5.9
785,Righteous Kill ,6.0
786,Mercury Rising ,6.1
787,The Soloist ,6.7
788,The Legend of Bagger Vance ,6.7
789,Almost Famous ,7.9
790,Garfield 2 ,5.0
791,xXx: State of the Union ,4.3
792,Priest ,5.7
793,Sinbad: Legend of the Seven Seas ,6.7
794,Event Horizon ,6.7
795,The Avengers ,8.1
796,Dragonfly ,6.1
797,The Black Dahlia ,5.6
798,Flyboys ,6.6
799,The Last Castle ,6.9
800,Supernova ,4.8
801,Winter's Tale ,6.2
802,The Mortal Instruments: City of Bones ,6.0
803,Meet Dave ,4.9
804,Dark Water ,5.6
805,Edtv ,6.1
806,Inkheart ,6.1
807,The Spirit ,4.8
808,Mortdecai ,5.5
809,In the Name of the King: A Dungeon Siege Tale ,3.8
810,Beyond Borders ,6.5
811,Xi you ji zhi: Sun Wukong san da Baigu Jing ,6.0
812,The Great Raid ,6.7
813,Deadpool ,8.1
814,Holy Man ,4.9
815,American Sniper ,7.3
816,Goosebumps ,6.4
817,"Sabrina, the Teenage Witch             ",6.6
818,Just Like Heaven ,6.7
819,The Flintstones in Viva Rock Vegas ,3.6
820,Rambo III ,5.7
821,Leatherheads ,6.0
822,The Ridiculous 6 ,4.9
823,Did You Hear About the Morgans? ,4.7
824,The Internship ,6.3
825,Resident Evil: Afterlife ,5.9
826,Red Tails ,5.9
827,Sex and the City             ,7.0
828,The Devil's Advocate ,7.5
829,That's My Boy ,5.6
830,DragonHeart ,6.4
831,After the Sunset ,6.3
832,Ghost Rider: Spirit of Vengeance ,4.3
833,Captain Corelli's Mandolin ,5.9
834,Anger Management             ,6.7
835,The Pacifier ,5.5
836,Walking Tall ,6.2
837,Forrest Gump ,8.8
838,Alvin and the Chipmunks ,5.2
839,Meet the Parents ,7.0
840,Pocahontas ,6.6
841,Superman ,7.3
842,The Nutty Professor ,5.6
843,Hitch ,6.6
844,George of the Jungle ,5.4
845,American Wedding ,6.3
846,Captain Phillips ,7.9
847,Date Night ,6.3
848,Casper ,6.0
849,The Equalizer ,7.2
850,Maid in Manhattan ,5.1
851,Crimson Tide ,7.3
852,The Pursuit of Happyness ,8.0
853,Flightplan ,6.2
854,Disclosure ,6.0
855,City of Angels ,6.7
856,Kill Bill: Vol. 1 ,8.1
857,Bowfinger ,6.4
858,Stargate SG-1             ,8.4
859,Kill Bill: Vol. 2 ,8.0
860,Tango & Cash ,6.3
861,Death Becomes Her ,6.4
862,Shanghai Noon ,6.6
863,Executive Decision ,6.4
864,Mr. Popper's Penguins ,6.0
865,The Forbidden Kingdom ,6.6
